"August(08)","September(09)","October(10)","November(11)","December(12)","January(01)"
"08/01/18;08/02/18;08/03/18;08/04/18;08/05/18","09/04/18;09/05/18;09/06/18;09/07/18;09/29/18;09/30/18","10/18/18;10/19/18;10/20/18;10/21/18;10/22/18","","12/07/18;12/08/18;12/09/18;12/10/18;12/11/18;12/12/18;12/13/18","01/01/19;01/02/19;01/03/19;01/04/19;01/05/19;01/06/19"
